Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
Q20990983,Cor Melchers,Dutch painter,Male,Kingdom of the Netherlands,Artist,1954,2015,natural causes,61
Q21002236,William Rock,American vaudeville performer,Male,United States of America,Artist,1872,1922,natural causes,50
Q21009681,"Donald ""Tee"" Carson",pianist,Male,NA,Pianist,1929,1984,natural causes,55
Q21014325,David Ashby,British motorcycle racer,Male,United Kingdom,Motorcycle racer,1949,2015,natural causes,66
Q21030320,James Barlow Hoy,British politician,Male,United Kingdom of Great Britain and Ireland,Politician,1794,1843,natural causes,49
Q21030575,Charles Gough Howell,Welsh lawyer and British colonial official,Male,Wales; United Kingdom; United Kingdom of Great Britain and Ireland,Lawyer,1894,1942,natural causes,48
Q21062575,Angelica Cob-Baehler,televisieproducent,Female,NA,Television producer; music executive,1971,2018,natural causes,47
Q21065026,Jules Wright,Australian theater director,Female,Australia,Theater director,1948,2015,natural causes,67
Q21066996,Mitchell Henry,American-football player (1992-2017),Male,NA,Athlete,1992,2017,natural causes,25
Q21068874,William Quin,Australian politician,Male,United Kingdom of Great Britain and Ireland,Politician,1836,1880,natural causes,44
Q21068943,Eleazer Parmly,"1797-1874 , dentist",Male,NA,Dentist,1797,1874,natural causes,77
Q21068947,Benjamin Taylor,Australian politician,Male,United Kingdom of Great Britain and Ireland,Politician,1843,1886,natural causes,43
Q21068954,Joshua Webster,American businessman and railroad executive,Male,NA,Politician,1795,1871,natural causes,76
Q21068978,Fanny Hines,Australian nurse,Female,Australia,Nurse,1864,1900,natural causes,36
Q21068993,Benjamin Nash,Australian politician,Male,United Kingdom of Great Britain and Ireland,Politician,1829,1890,natural causes,61
Q21069557,Charles Sydney Smith,ondernemer,Male,NA,Businessperson,1828,1907,natural causes,79
Q21069688,Herbert Richards,Australian politician,Male,Australia; United Kingdom of Great Britain and Ireland,Politician,1876,1949,natural causes,73
Q21069806,Fred Pegram,English painter and illustrator,Male,NA,Artist,1870,1937,natural causes,67
Q21069900,William H. Ash,politician,Male,NA,Politician,1859,1908,natural causes,49
Q21069907,Johannes Gijsbert Willem Jacobus Eilerts de Haan,ദേശപരിവേക്ഷകന്‍,Male,Kingdom of the Netherlands,Military personnel,1865,1910,natural causes,45
Q21069962,Rose Hum Lee,American sociologist,Female,United States of America,Sociologist,1904,1964,natural causes,60
Q21069980,Charles Karius,"Australian explorer, magistrate & civil servant",Male,Australia,Explorer,1893,1940,natural causes,47
Q21070207,Mary Gordon Ellis,American politician,Female,United States of America,Politician,1889,1934,natural causes,45
Q21070268,Bill Kerr,Australian rules footballer,Male,NA,Athlete,1882,1911,natural causes,29
Q21070299,Mick O'Loughlin,Australian rules footballer,Male,NA,Athlete,1876,1905,natural causes,29
Q21070307,Jim Park,Australian rules footballer,Male,NA,Athlete,1875,1919,natural causes,44
Q21070330,Nellie Gray Robertson,amerikanesch Politikerin,Female,United States of America,Politician,1894,1955,natural causes,61
Q21070387,Frederick Trump,German-born American businessman,Male,United States of America; Germany,Businessperson,1869,1918,natural causes,49
Q21070763,David W. Frank,American actor (1949-2017),Male,United States of America,Artist,1949,2017,natural causes,68
Q21084066,Fernando Rainieri,Australian diplomat,Male,Australia,Politician,1940,2015,natural causes,75
Q21094980,Corno,kanadische Künstlerin und Malerin,Female,Canada,Artist,1952,2016,natural causes,64
Q21096492,Maxim Dadashev,Russian boxer,Male,Russia,Athlete,1990,2019,natural causes,29
Q21097029,Andrew Sayers,Australian curator and museum director,Male,Australia,Curator; museum director,1957,2015,natural causes,58
Q21104163,Blondell Cummings,American dancer,Female,United States of America,Choreographer; dancer,1944,2015,natural causes,71
Q21104246,Peter Molan,イギリスの生物学研究者,Male,Wales; New Zealand,Researcher,1943,2015,natural causes,72
Q21104268,George Pyne III,American-football player (1941-2015),Male,NA,Athlete,1941,2015,natural causes,74
Q21104276,Sigrid Lorenzen Rupp,German-American architect,Female,Germany,Architect,1943,2004,natural causes,61
Q21151282,Daphne Elizabeth Brown,American architect,Female,United States of America,Architect,1948,2011,natural causes,63
Q21151725,Tom Mennard,NA,Male,NA,Artist,1918,1989,natural causes,71
Q21151728,Charles Moertel,wetenschapper,Male,NA,Researcher,1927,1994,natural causes,67
Q21151762,Wilson A. Head,Canadian social worker and sociologist (1914-1993),Male,Canada,Teacher,1914,1993,natural causes,79
Q21166203,John Stephenson,British zoologist (1871-1933),Male,United Kingdom; United Kingdom of Great Britain and Ireland,Researcher,1871,1933,natural causes,62
Q21166869,William Taylor Money,British East India Company naval officer and politician,Male,Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,Politician,1769,1834,natural causes,65
Q21172229,James MacMurdo,first political resident of British East India Company to Cutch State,Male,NA,NA,1785,1820,natural causes,35
Q21175971,John C. H. Grabill,American photographer,Male,NA,Artist,1849,1903,natural causes,54
Q21176417,Calvin Hultman,politicus,Male,NA,Politician,1941,2017,natural causes,76
Q21176457,Bert Ruby,Hungarian-American professional wrestler,Male,Hungary; Austria-Hungary,Promoter; professional wrestler,1910,1968,natural causes,58
Q21176666,George Ash,Australian lawyer and politician,Male,United Kingdom of Great Britain and Ireland,Politician,1859,1897,natural causes,38
Q21176730,Alexander I. Pogrebetsky,NA,Male,Portugal; Israel; Soviet Union; Russian Empire,Businessperson,1891,1953,natural causes,62
Q21176824,Pat O'Donnell,Australian rules footballer,Male,NA,Athlete,1876,1915,natural causes,39
Q21176871,Oscar Saenger,American voice teacher,Male,United States of America,Artist,1868,1929,natural causes,61
Q21176888,Ryan Walker,American socialist cartoonist for the Appeal to Reason and other publications,Male,NA,Artist,1870,1932,natural causes,62
Q21176960,Alfred Griffin Hatfield,minstrel show operator,Male,United States of America,NA,1848,1921,natural causes,73
Q21176991,Melville Amasa Scovell,American academic,Male,NA,Researcher,1855,1912,natural causes,57
Q21177029,Guillaume Stengel,NA,Male,NA,NA,1846,1917,natural causes,71
Q21183064,Harry Kennedy Morton,NA,Male,NA,NA,1889,1956,natural causes,67
Q21191086,Nadine Isaacs,Jamaican architect,Female,Jamaica,Architect,1942,2004,natural causes,62
Q21192283,Jerome Kass,American screenwriter,Male,United States of America,Artist,1937,2015,natural causes,78
Q21237438,Daniel Duranti,NA,Male,NA,Religious figure,1633,1712,natural causes,79
Q21258180,Byron Whittingham,American politician and businessman,Male,NA,Politician,1870,1942,natural causes,72
Q21258833,Thomas Fletcher,American politician (1817-1880),Male,NA,Politician,1817,1880,natural causes,63
Q21292240,Hjørdis Grøntoft Raknerud,Norwegian architect,Female,Norway,Architect,1878,1918,natural causes,40
Q21294494,Adolphe-Joseph-Louis Alizard,French bass-baritone,Male,France,Artist,1814,1850,natural causes,36
Q21340960,Bianca L. Reinert,ornithologist,Female,Brazil,Ornithologist,1965,2018,natural causes,53
Q21405712,"William Sloane Coffin, Sr.",American merchant,Male,United States of America,Merchant,1879,1933,natural causes,54
Q21407255,Sylvia Edlund,Canadian botanist (1945-2014),Female,Canada,Researcher,1945,2014,natural causes,69
Q21465947,Reg Gadney,kunstschilder,Male,NA,Artist,1941,2018,natural causes,77
Q21507978,Pál Sárközy,"Hungarian priest, university teacher and mathematician (1884-1957)",Male,Hungary,Researcher,1884,1957,natural causes,73
Q21515516,Carolyn Wilson Harris,American botanist (1849-1910),Female,United States of America,Researcher,1849,1910,natural causes,61
Q21519577,Jacqueline A. Berrien,American lawyer,Female,United States of America,Lawyer,1961,2015,natural causes,54
Q21535386,Alfred George Pither,Australian air force officer,Male,Australia,NA,1908,1971,natural causes,63
Q21535571,John Leahy,Australian politician,Male,NA,Politician,1854,1909,natural causes,55
Q21535848,Arthur Piper,Australian judge,Male,Australia; United Kingdom of Great Britain and Ireland,Teacher,1865,1936,natural causes,71
Q21535906,Barbara Ramsden,Australian editor,Female,Australia,Editor,1903,1971,natural causes,68
Q21536889,Dorothy Jean Hailes,(1926-1988) medical practitioner,Female,NA,Physician,1926,1988,natural causes,62
Q21537324,Richard Hooper,"Australian miner, trade unionist and politician",Male,Australia; United Kingdom of Great Britain and Ireland,Politician,1846,1909,natural causes,63
Q21538342,Susan Bell McGahey,(1862-1919) hospital matron and reformer,Female,Northern Ireland,Matron,1862,1919,natural causes,57
Q21538882,Thomas Poole,Australian judge,Male,Australia; United Kingdom of Great Britain and Ireland,Artist,1873,1927,natural causes,54
Q21547530,Priss Fotheringham,17th century sex worker and madam in London,Female,NA,Sex worker,1615,1668,natural causes,53
Q21552595,Geoffrey Rothe Clarke,British civil servant in India,Male,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1871,1950,natural causes,79
Q21557865,Robert Traill,Church of Ireland clergyman,Male,Kingdom of Great Britain; United Kingdom of Great Britain and Ireland; Kingdom of Ireland,Religious figure,1793,1847,natural causes,54
Q21565068,George Irving Skinner,American lawyer,Male,United States of America,Lawyer,1858,1926,natural causes,68
Q21592472,David Englander,British historian,Male,NA,Researcher,1949,1999,natural causes,50
Q21593099,Michael Margaret Stewart,American lawyer,Female,United States of America,Lawyer,1952,2015,natural causes,63
Q21595729,María Guggiari Echeverría Santos,Paraguayan nun (1925-1959),Female,Paraguay,Nun,1925,1959,natural causes,34
Q21597948,William W. Mullins,American physicist and materials scientist,Male,United States of America,Researcher,1927,2001,natural causes,74
Q21598102,Claudette Sorel,American pianist (1932-1999),Female,United States of America,Pianist,1932,1999,natural causes,67
Q21598112,Ainslee Cox,American conductor,Male,NA,Conductor,1936,1988,natural causes,52
Q21598173,Gregory Powell,NA,Male,NA,NA,1933,2012,natural causes,79
Q21600394,Toni Carabillo,US feminist and historian,Female,United States of America,Researcher,1926,1997,natural causes,71
Q21604099,Ernie Blake,German military personnel,Male,Germany,Military personnel,1913,1989,natural causes,76
Q21604447,Katherine Cutler Ficken,American architect (1911-1968),Female,United States of America,Architect,1911,1968,natural causes,57
Q21604457,Kathryn Ferguson Fink,American biochemist,Female,NA,Researcher,1917,1989,natural causes,72
Q21642956,Dylan Rieder,American skateboarder (1988-2016),Male,United States of America,Artist,1988,2016,natural causes,28
Q21664583,Dillard Morrison,American mobster,Male,United States of America,Gangster; drug trafficker,1919,1998,natural causes,79
Q21664597,Sara Murray Jordan,American gastroenterologist,Female,NA,Journalist,1884,1959,natural causes,75
Q21664761,Lois K. Miller,American geneticist (1945-1999),Female,United States of America,Researcher,1945,1999,natural causes,54
Q21664763,Margaret Millington,British mathematician (1944-1973),Female,United Kingdom,Researcher,1944,1973,natural causes,29
Q21664792,Stanley Newman,English Snooker Player,Male,NA,Athlete,1900,1947,natural causes,47
Q21664842,Charles F. Ploeger,politicus,Male,NA,Politician,1870,1916,natural causes,46
Q21714664,Gino D'Auri,"Italian flamenco, fusion and classical guitarist",Male,Italy; Kingdom of Italy,Classical guitarist,1937,2007,natural causes,70
Q21715324,Louis Hostlot,American Catholic priest,Male,United States of America,Presbyter,1848,1884,natural causes,36
Q21716282,Michael J. Elliott,British journalist and executive,Male,United Kingdom,Journalist,1951,2016,natural causes,65
Q21778949,Joaquim Veà i Baró,primatologist,Male,Spain,Researcher,1958,2016,natural causes,58
Q21791490,André Breton,Canadian singer (1934-1992),Male,Canada,Artist,1934,1992,natural causes,58
Q21860061,Enrique el Cojo,Spanish dancer (1912-1985),Male,Spain,Dancer,1912,1985,natural causes,73
Q21923151,Andrej Giňa,Czechoslovak writer,Male,NA,Artist,1936,2015,natural causes,79
Q21932025,William Sewell,New Zealand poet,Male,New Zealand,Artist,1951,2003,natural causes,52
Q21932117,John Timperley,British sound engineer,Male,NA,Engineer,1941,2006,natural causes,65
Q21994172,John Kohn,American screenwriter (1925-2002),Male,United States of America,Artist,1925,2002,natural causes,77
Q21997029,Peter Kump,American chef,Male,NA,NA,1937,1995,natural causes,58
Q21997098,Sylvia Potts,New Zealand middle-distance runner,Female,New Zealand,Middle-distance runner,1943,1999,natural causes,56
Q21997826,Larry Ivie,American comic book artist and writer,Male,NA,Artist,1936,2014,natural causes,78
Q21997859,David Maxwell,liedschrijver,Male,NA,Artist,1943,2015,natural causes,72
Q21997872,Niall O'Shaughnessy,Irish athletics competitor (1955-2015),Male,Ireland,Athlete,1955,2015,natural causes,60
Q21997877,Jamie Parsons,ambtenaar,Male,NA,Civil servant,1941,2015,natural causes,74
Q21997906,David Teeuwen,former managing editor of USA Today,Male,NA,Journalist,1970,2015,natural causes,45
Q22003191,Gavyn Farr Arthur,British judge and politician,Male,United Kingdom,Judge,1951,2016,natural causes,65
Q22004596,Jill Sinclair,English pop manager and founder of ZTT Records,Female,United Kingdom,Businessperson,1952,2014,natural causes,62
Q22017329,Stan Brady,Australian rules footballer,Male,NA,Athlete,1887,1921,natural causes,34
Q22017395,George Carpenter,Australian rules footballer,Male,NA,Athlete,1881,1919,natural causes,38
Q22017438,Mary Jane Coggeshall,American suffragist,Female,United States of America,Suffragette; editor; newspaper editor; suffragist,1836,1911,natural causes,75
Q22018396,Frank Fairfax,orkestleider,Male,NA,Bandleader; trade unionist,1899,1972,natural causes,73
Q22018821,Patrick H. Landergin,NA,Male,United States of America,Politician,1854,1929,natural causes,75
